id,price,barcode,category,description,edition,image,isbn,pages,publisher,rating,releasedate,summary,title
89572,45,15600716,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,493,Egmont,1.26546801999211,01/01/2010,,Wallace & Gromit in the wrong trousers :a graphic novel
89573,1,15601173,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,112,Templar,3.59834630507976,01/01/2010,,The indestructible metal men
89574,84,15601174,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,412,Templar,1.96971831377596,01/01/2010,,Murder on the Robot City Express
89575,29,15605548,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,263,David Fickling,1.67890548706055,01/01/2010,,Vern and Lettuce
89576,37,15606835,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,3,Titan,1.33312280988321,01/01/2010,,Megamind :the movie graphic novel.
89577,61,15607013,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,242,Nobrow,3.86299241799861,01/01/2010,,Hildafolk
89578,99,15619525,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,214,Cinebook,0.164381938520819,01/01/2010,,The bounty hunter
89580,58,15630111,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,450,Lerner,4.55976366298273,01/01/2011,,Sunjata :warrior king of Mali
89581,53,15630112,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,9,Lerner,3.75832504825667,01/01/2011,,Thor & Loki in the land of giants :a Norse myth
89582,32,15630113,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,322,Lerner,0.55519615765661,01/01/2011,,Yu the Great :conquering the flood : a Chinese legend
89583,27,15630588,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,13,Cinebook,1.28003178630024,01/01/2011,,The greenhorn
89584,84,15630589,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,126,Cinebook,1.69391581555828,01/01/2010,,The sarcophagi of the sixth continent.
89585,67,15638677,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,321,Macmillan Children's,0.317278760485351,01/01/2011,,The search :a graphic novel of courage and resistance brought to you by the Anne Frank House
89597,86,15664256,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,369,Raintree,4.06668138224632,01/01/2011,,Morning mystery
89600,72,15669730,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,209,Book House,3.40500545455143,01/01/2011,,White Fang
89611,44,15674230,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,432,Scholastic,0.672589594032615,01/01/2011,,Web world.
89612,14,15674999,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,142,Cinebook,4.93911860510707,01/01/2011,,Iznogoud the infamous
89616,36,15696844,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,13,Scholastic,4.07334777293727,01/01/2010,,Plant world
89617,28,15696845,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,158,Scholastic,3.65904961014166,01/01/2010,,Rock-hop
89618,43,15696846,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,336,Scholastic,0.107345101423562,01/01/2010,,Rocketboard.
89619,73,15696847,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,376,Scholastic,4.8923781234771,01/01/2010,,Slime world
89620,90,15706943,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,82,Cinebook,2.93946460587904,01/01/2011,,The Dalton cousins
89621,43,15711778,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,48,Classical Comics Ltd.,1.9459942728281,01/01/2012,,Sweeney Todd :the demon barber of Fleet Street : the graphic novel
89623,32,15716810,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,57,Panini,3.54410825995728,01/01/2011,,Legacy of the lost
90940,6,10689232,Collections,,1,,340320591,494,Knight,4.20493262819946,01/01/1983,,Obelix and co.
89624,43,15716811,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,75,Panini,0.544340580236167,01/01/2011,,The warriors teen
89641,46,15753638,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,160,Cinebook,0.51382657373324,01/01/2011,,The Grand Duke
89643,38,15763455,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,469,Blank Slate,0.883838115260005,01/01/2011,,The girl and the gorilla
89644,55,15768087,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,338,Classical,1.87746339011937,01/01/2012,,An inspector calls :the graphic novel
89646,73,15771986,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,164,Walker,4.37681899173185,01/01/2013,,The sleepwalkers
89647,57,15789878,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,211,Lerner,1.04822005378082,01/01/2011,,Detective Frankenstein
89648,72,15789879,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,52,Lerner,1.43722705310211,01/01/2011,,Horror in space
89649,42,15790142,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,114,Raintree,3.13514403998852,01/01/2011,,Wrath of the Weather Wizard
89650,26,15790143,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,220,Raintree,1.60341621143743,01/01/2011,,The attack of Professor Zoom!
89651,7,15790144,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,375,Raintree,2.71725883940235,01/01/2011,,Shell shocker
89652,86,15790145,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,127,Raintree,4.82905985787511,01/01/2011,,Shadow of the sun
89653,40,15790146,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,346,Raintree,1.92069497192279,01/01/2011,,Captain Cold's Arctic eruption
89654,43,15790147,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,196,Raintree,1.78394022164866,01/01/2011,,Gorilla warfare
89655,15,15790148,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,497,Raintree,1.50037099374458,01/01/2012,,Beware our power!
89656,84,15790149,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,69,Raintree,0.32570042880252,01/01/2012,,Battle of the Blue Lanterns
89657,17,15790150,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,406,Raintree,1.83004278223962,01/01/2012,,High-tech terror
89658,5,15790151,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,406,Raintree,3.99417550535873,01/01/2012,,The Light King strikes!
89659,27,15790152,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,409,Raintree,3.77121752826497,01/01/2012,,Guardian of Earth
90951,72,10704924,Collections,,1,,584400004,94,Muller,4.07720193965361,01/01/1982,,What a life _
89660,49,15790153,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,218,Raintree,2.45864450465888,01/01/2012,,The last super hero
89882,49,16604129,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,148,,1.68330824701115,01/01/2014,,The vanishing
89661,3,15790159,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,6,Scholastic,4.74979153368622,01/01/2011,,Super Diaper Baby 2.
89662,8,15790702,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,74,Dalen,2.39776310976595,01/01/2011,,Woolly circus
89857,32,16530290,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,193,,2.09543549222872,01/01/2014,,Houndin' the mail carrier!
89859,35,16548422,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,118,,0.215830602683127,01/01/2014,,Tying the knot
89860,75,16548484,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,129,,1.22350620338693,01/01/2014,,"Line of fire :diary of an unknown soldier (August, September 1914)"
89862,73,16548711,"Children's stories / Comic books, strips, etc.",,1,,,430,,1.17922346573323,01/01/2014,,Cut the rope :super interactive annual.
89863,0,16548987,"Children's stories / Comic books, strips, etc.",,1,,,477,,2.70112715195864,01/01/2014,,Annoying orange :super interactive annual.
89864,64,16552219,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,332,,4.5336397155188,01/01/2014,,Pride and prejudice
89867,16,16552222,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,219,,3.39815547922626,01/01/2014,,The Mayor of Casterbridge
89872,97,16589916,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,450,,1.7898399126716,01/01/2014,,The oath of the five lords
91288,42,10334494,Collections from individual artists,,1,,723405468,255,Wolfe,0.56103206705302,01/01/1974,,Ring for Barnabas
91871,90,16324545,"Comic books, strips, etc.",,1,,9.78E+12,384,,0.446147352922708,01/01/2014,,Big Nate genius mode
91873,53,16325558,"Comic books, strips, etc.",,1,,9.78E+12,51,,2.79924764530733,01/01/2014,,Marching to glory :six of the best Commando army comic books ever!
91874,14,16325559,"Comic books, strips, etc.",,1,,9.78E+12,25,,3.3723646402359,01/01/2014,,The deadly seas :six of the best Commando Royal Navy comic books ever!
91875,69,16325560,"Comic books, strips, etc.",,1,,9.78E+12,247,,3.99451021803543,01/01/2014,,Rampaging raiders! :six of the best Commando mission comic books ever!
91876,44,16325561,"Comic books, strips, etc.",,1,,9.78E+12,149,,4.1343558090739,01/01/2014,,Heroes fly high! :six of the best Commando RAF comic books ever!
91877,76,16327019,"Comic books, strips, etc.",,1,,9.78E+12,364,,3.0137399979867,01/01/2014,,Spider-Man.
91879,6,16335456,"Comic books, strips, etc.",,1,,9.78E+12,16,,1.53704859083518,01/01/2014,,Ultimate Comics Wolverine.
91880,37,16414951,"Comic books, strips, etc.",,1,,9.78E+12,155,Hachette Partworks Ltd,4.24068150110543,01/01/2013,,Captain America :the chosen
91881,82,16414952,"Comic books, strips, etc.",,1,,9.78E+12,113,,1.73231729306281,01/01/2014,,The New Avengers.
91883,85,16436200,"Comic books, strips, etc.",,1,,9.78E+12,4,,1.53823146596551,01/01/2014,,Fantastic Four.
91164,96,5626018,Collections from individual artists,,1,,850791162,402,Express Newspapers,1.03031544014812,01/01/1981,,The gambols
89873,1,16589977,"Children's stories / Comic books, strips, etc.",,1,,9.78E+12,308,,0.200686124153435,01/01/2014,,Hilda and the black hound
90021,77,13584357,"Children's stories, Belgian (French) / Translations into English.",,1,,9.78E+12,368,Egmont,3.93717745319009,01/01/2007,,The adventures of Tintin
90022,17,15109840,"Children's stories, Belgian (French) / Translations into English.",,1,,9.78E+12,67,Cinebook,3.57660539913923,01/01/2009,,"Remember this, Buddy?"
90023,84,15557449,"Children's stories, Belgian (French) / Translations into English.",,1,,9.78E+12,43,Cinebook,2.07789609907195,01/01/2010,,Bored silly with Billy
90026,7,15830633,"Children's stories, Canadian.",,1,,9.78E+12,273,Franklin Watts,3.84123164927587,01/01/2011,,The case of the snake escape and other mysteries
90027,93,15830634,"Children's stories, Canadian.",,1,,9.78E+12,218,Franklin Watts,1.77192950621247,01/01/2011,,The case of the trail trap and other mysteries
90028,67,15841999,"Children's stories, Canadian.",,1,,9.78E+12,17,Franklin Watts,0.303411826025695,01/01/2011,,The case of the movie set mischief and other mysteries
90029,8,15842000,"Children's stories, Canadian.",,1,,9.78E+12,163,Franklin Watts,3.19638833170757,01/01/2011,,The case of the haunted babysitter and other mysteries
90032,99,13470547,"Children's stories, English / Comic books, strips, etc.",,1,,9.78E+12,334,Titan,4.16039601666853,01/01/2006,,Which witch is which?
90033,5,15812719,"Children's stories, English / Comic books, strips, etc.",,1,,9.78E+12,313,ITCH,4.08216593321413,01/01/2011,,Leek & Sushi waves
90034,62,7890903,"Children's stories, English / Periodicals.",,1,,,87,D. C. Thomson,2.54698808072135,01/01/2004,,The beano annual.
90035,87,7898204,"Children's stories, English / Periodicals.",,1,,,472,D. C. Thomson,1.25583150889724,01/01/2004,,The dandy annual.
90036,83,9912153,"Children's stories, English / Periodicals.",,1,,,7,Egmont World,4.29799653589725,01/01/199,,The Ragdoll annual ..
90037,24,12484741,"Children's stories, English / Periodicals.",,1,,,206,BBC Magazines,3.77049428410828,01/01/1993,,Toybox.
90038,79,13647025,"Children's stories, English / Periodicals.",,1,,,102,Pedigree Books],2.43505497463048,01/01/2014,,Rupert.
90042,92,7921512,"Children's stories, English / Pictorial works / Periodicals.",,1,,,437,Burghley,1.9991236878559,01/01/1998,,All new Tom and Jerry.
90047,15,7249468,"Children's stories, English.",,1,,,183,Chad Valley,3.30413399962708,01/01/1989,,The Real ghostbusters.
90048,16,7725884,"Children's stories, English.",,1,,1852868481,434,Titan,0.833210456185043,01/01/1997,,The Mask adventures 2
90049,18,8080308,"Children's stories, English.",,1,,713645695,157,A. & C. Black,3.7889636005275,01/01/1997,,Otherworld
90075,82,16107040,"Children's stories, English.",,1,,9.78E+12,133,David Fickling,3.8651660666801,01/01/2012,,"Good dog, bad dog."
90076,0,16143776,"Children's stories, English.",,1,,9.78E+12,189,,1.27935780910775,01/01/2014,,Graphic Shakespeare.
90077,67,16143777,"Children's stories, English.",,1,,9.78E+12,42,,1.58821124583483,01/01/2014,,Graphic horror
90079,91,16270219,"Children's stories, English.",,1,,9.78E+12,184,,2.23753070924431,01/01/2014,,The terrible tales of the teenytinysaurs!
90085,72,16467802,"Children's stories, English.",,1,,9.78E+12,289,,0.722567054908723,01/01/2014,,Thunderbirds the comic collection.
90086,53,14016570,"Children's stories, French / Comic books, strips, etc.",,1,,9.78E+12,334,Cinebook,0.251270707231015,01/01/2008,,The time spiral
90087,86,5653441,"Children's stories, French / Translations into English.",,1,,034070358X,80,Hodder Children's,1.81091661797836,01/01/1997,,Asterix the conqueror
90088,56,6724919,"Children's stories, French / Translations into English.",,1,,340677996,305,Hodder Dargaud,4.96324855601415,01/01/1996,,Asterix the champion
91886,99,16444309,"Comic books, strips, etc.",,1,,9.78E+12,489,,1.98358800029382,01/01/2014,,Uncanny X-Men.
91887,76,16444310,"Comic books, strips, etc.",,1,,9.78E+12,194,,3.34914808627218,01/01/2014,,X-termination
91888,97,16444311,"Comic books, strips, etc.",,1,,9.78E+12,310,,0.993563996162266,01/01/2014,,Iron Man.
91890,84,16449491,"Comic books, strips, etc.",,1,,9.78E+12,298,,2.18427412444726,01/01/2014,,Young Avengers.
91895,60,16598597,"Comic books, strips, etc.",,1,,9.78E+12,62,,2.28632553946227,01/01/2014,,Take away!
91896,21,16603801,"Comic books, strips, etc.",,1,,9.78E+12,377,,4.5701693976298,01/01/2014,,I don't get it
91899,89,13921514,"Comic books, strips, etc. / American.",,1,,,342,Marvel Comics International Ltd,4.26217022351921,01/01/1973,,Spider-man :comics weekly.
91900,61,7035590,"Comic books, strips, etc. / Asia.",,1,,700711880,336,Curzon,1.12755718873814,01/01/2000,,"Illustrating Asia :comics, humour magazines and picture books"
91901,38,12932942,"Comic books, strips, etc. / Authorship / Anecdotes.",,1,,1840238089,95,Titan,1.34209890384227,01/01/2004,,Writers on comics scriptwriting.
91902,40,10346630,"Comic books, strips, etc. / Authorship / Juvenile literature.",,1,,822596725,360,Lerner,4.5655820495449,01/01/1997,,The art of making comic books
91903,62,8135351,"Comic books, strips, etc. / Authorship.",,1,,094679006X,0,Abiogenesis,4.32394552277401,01/01/2003,,Alan Moore :portrait of an extraordinary gentleman
91904,1,9370144,"Comic books, strips, etc. / Authorship.",,1,,4134117,429,HarperCollins,0.502494920510799,01/01/2001,,Comics
90475,53,7362322,Collections,,1,,224017195,139,Cape,4.13811831036583,01/01/1979,,Mrs Weber's diary
91905,29,9499445,"Comic books, strips, etc. / Authorship.",,1,,1903047706,174,Pocket Essentials,3.64774798275903,01/01/2001,,The pocket essential Alan Moore
91906,69,10128845,"Comic books, strips, etc. / Authorship.",,1,,961472812,87,Poorhouse,1.87093360349536,01/01/2001,,Comics & sequential art
91907,68,10757533,"Comic books, strips, etc. / Authorship.",,1,,1581802447,402,North Light,1.75832643173635,01/01/1996,,"How to create action, fantasy, and adventure comics"
91908,28,10761566,"Comic books, strips, etc. / Authorship.",,1,,184023069X,181,Titan,2.94574451865628,01/01/1999,,Writers on comics scriptwriting
91935,85,16045014,"Comic books, strips, etc. / Dialogue / Juvenile literature.",,1,,9.78E+12,128,Franklin Watts,1.30594967165962,01/01/2012,,Telling the story in your graphic novel
91939,4,11382864,"Comic books, strips, etc. / Dictionaries.",,1,,877540306,319,New English Library,0.322043055202812,01/01/1976,,The world encyclopedia of comics
91940,87,12976515,"Comic books, strips, etc. / Encyclopedias, Juvenile.",,1,,1405305916,296,Dorling Kindersley,0.0482586654834449,01/01/2004,,The DC Comics encyclopedia :[the definitive guide to the characters of the DC universe].
91941,87,14656930,"Comic books, strips, etc. / Encyclopedias.",,1,,9.78E+12,343,Dorling Kindersley,1.57981770113111,01/01/2008,,The DC Comics encyclopedia :the definitive guide to the characters of the DC universe
91943,33,8840630,"Comic books, strips, etc. / England / History and criticism.",,1,,1899441654,109,Hawk Books,1.04461011011153,01/01/1997,,"Rupert : The Rupert Bear dossier :following Rupert Bear, his chums, his artists, his writers and the world he lives in"
91945,57,7922105,"Comic books, strips, etc. / England / Leicester.",,1,,,130,Fox,0.29952937271446,01/01/1997,,The FOX presents _ Completely Frank
91946,55,13031472,"Comic books, strips, etc. / England / Leicester.",,1,,,423,Fox,3.39073431910947,01/01/2004,,Thirty something
91947,62,13569806,"Comic books, strips, etc. / England / Leicester.",,1,,,415,Fox,1.00785866845399,01/01/2004,,Completely Frank 2
90090,66,6724939,"Children's stories, French / Translations into English.",,1,,034070442X,117,Hodder Dargaud,2.28311737533659,01/01/1997,,Asterix on top!
90091,49,6724973,"Children's stories, French / Translations into English.",,1,,340727551,225,Hodder Dargaud,1.73988240538165,01/01/1998,,Asterix & friends
90093,94,11314529,"Children's stories, French / Translations into English.",,1,,340665009,419,Hodder Children's,2.00142266461626,01/01/1996,,Asterix forever
90095,82,13517786,"Children's stories, French / Translations into English.",,1,,9.78E+12,180,First Second,4.46739149978384,01/01/2006,,Sardine in outer space 2
90096,67,13795324,"Children's stories, French / Translations into English.",,1,,9.78E+12,102,Orion Books,4.02620794484392,01/01/2007,,Asterix omnibus
90100,92,15327240,"Children's stories, French / Translations into English.",,1,,9.78E+12,261,Orion Books,1.57159206224605,01/01/2009,,Asterix & Obelix's birthday :the golden book
90101,23,15572569,"Children's stories, French / Translations into English.",,1,,9.78E+12,17,Orion Children's,3.72956172563136,01/01/2010,,Asterix and Obelix's birthday :the golden book
90103,34,15794851,"Children's stories, French / Translations into English.",,1,,9.78E+12,197,Orion Children's,0.153765135910362,01/01/2011,,"Asterix omnibus :Asterix the gladiator, Asterix and the banquet, Asterix and Cleopatra"
91553,20,9439930,"Comic books, strips, etc.",,1,,743444817,121,ibooks,2.91369096608832,01/01/2002,,Utterly Mad
93500,18,6718597,England,,1,,140173145,17,Penguin,3.29514377517626,01/01/1993,,"The Alex omnibus :[Alex cartoons, 1987-1992"
92044,59,9917302,"Comic books, strips, etc. / Great Britain / Criticism and interpretation.",,1,,,127,Wright Ashford,4.47771065868437,01/01/2001,,The thriller comics companion
92046,55,5611706,"Comic books, strips, etc. / Great Britain / History and criticism / Periodicals.",,1,,,295,[Association of Comics Enthusiasts],3.41618588892743,01/01/1978,,Comic cuts :newsletter of the Association of Comics Enthusiasts.
92047,59,13758500,"Comic books, strips, etc. / Great Britain / History and criticism / Periodicals.",,1,,,105,Sequential Media,1.94289176026359,01/01/2007,,Crikey! :the great British comics magazine!
92048,58,8804966,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,948248122,29,Hawk Books,1.34864426217973,01/01/1990,,"The Dan Dare dossier :celebrating the 40th anniversary of Dan Dare, pilot of the future"
92049,10,12028196,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,1852832649,477,Boxtree,0.17451232066378,01/01/1989,,The best of British comic art
92050,98,13225661,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,9.78E+12,399,Allison & Busby,4.88863627891988,01/01/2005,,The ultimate book of British comics
92051,0,13512570,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,9.78E+12,33,Aurum,1.99007214978337,01/01/2006,,Sporting supermen :the true stories of our childhood comic heroes
92052,98,13590404,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,9.78E+12,96,Aurum,4.36789372703061,01/01/2006,,Great British comics :celebrating a century of ripping yarns and wizard wheezes
92053,51,14652301,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,9.78E+12,376,Aurum,4.83350448776037,01/01/2008,,Roy of the Rovers :the unauthorised biography
92054,27,14874496,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,,472,Norman Wright,0.935634039342403,01/01/2008,,Masters of fun & thrills :the British comic artists
91516,48,8572075,"Comic books, strips, etc / Periodicals",,1,,,187,Panini Comics.,4.39448559191078,01/01/2014,,Totally spies special.
92056,11,15814496,"Comic books, strips, etc. / Great Britain / History and criticism.",,1,,9.78E+12,374,Reaktion,3.56733629480004,01/01/2011,,British comics :a cultural history
92059,45,15266764,"Comic books, strips, etc. / Great Britain / Illustrations / Catalogs.",,1,,9.78E+12,488,Book Palace,3.74636199790984,01/01/2008,,The art of the Trigan Empire
92060,70,7244576,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,,100,Fleetway Editions,0.700435263570398,01/01/1995,,Winnie the Pooh.
92061,38,7244590,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,,193,Pickwick Children's Entertainment,3.88937935000286,01/01/1995,,Hallo cheeky.
92062,85,8782858,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,851166741,284,D.C. Thomson,3.79462066339329,01/01/1998,,Around the world in 60 years with The beano and The dandy.
92063,52,8782863,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,851167713,443,D.C. Thomson,2.2802529647015,01/01/2001,,History of fun from The beano and The dandy.
90476,50,7362451,Collections,,1,,224018957,20,Cape,0.654435849282891,01/01/1981,,True love
92064,54,8782868,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,851168086,302,D.C. Thomson,4.9339894624427,01/01/2002,,60 years of The beano and The dandy :funshine and laughter.
92065,33,8782869,"Comic books, strips, etc. / Great Britain / Juvenile literature.",,1,,851168213,415,D.C. Thomson,4.09415003843606,01/01/2003,,Favourites from the forties.
92085,48,7243065,"Comic books, strips, etc. / Great Britain.",,1,,,367,Drat 'n' Blast,0.67098728613928,01/01/1993,,Scenes from the inside.
92086,55,7247137,"Comic books, strips, etc. / Great Britain.",,1,,,218,Fleetway Editions,0.941848130896688,01/01/1996,,Knuckles knock-out special.
92138,36,15809656,"Comic books, strips, etc. / Great Britain.",,1,,9.78E+12,405,Prion,3.10173324076459,01/01/2011,,The best of the Victor book for boys
92424,32,15516387,"Comic books, strips, etc. / Technique.",,1,,9.78E+12,150,Search Press,2.3507171520032,01/01/2010,,Gothic Lolitas :how to draw manga step by step
92426,36,15679419,"Comic books, strips, etc. / Technique.",,1,,9.78E+12,252,Search Press,0.0721817114390433,01/01/2011,,Clothes & accessories :the pocket reference to drawing manga
92427,25,15679420,"Comic books, strips, etc. / Technique.",,1,,9.78E+12,68,Search Press,2.60829650564119,01/01/2011,,Weapons & vehicles :the pocket reference to drawing manga
92428,60,15679423,"Comic books, strips, etc. / Technique.",,1,,9.78E+12,168,Search,1.6478434111923,01/01/2011,,"Massive manga :techniques for drawing, inking and colouring"
90278,72,13240368,Children's stories.,,1,,752866370,106,Orion,4.28456652909517,01/01/2005,,Asterix and the laurel wreath :Goscinny and Uderzo present an Asterix adventure
90279,88,13240369,Children's stories.,,1,,752866397,433,Orion,3.56349998153746,01/01/2005,,The mansions of the gods :Goscinny and Uderzo present an Asterix adventure
90280,97,13251131,Children's stories.,,1,,1840239530,491,Titan Books,2.33307555085048,01/01/2005,,A pier too far
90282,29,13270078,Children's stories.,,1,,1903015502,331,Barn Owl,2.59701470844448,01/01/2005,,Stanley Bagshaw and the twenty two foot whale
90283,84,13270139,Children's stories.,,1,,1905460007,145,Cinebook,4.79532712139189,01/01/2005,,The wind in the willows
90284,31,13278423,Children's stories.,,1,,7209401,78,Collins,4.79513032594696,01/01/2005,,W.i.t.c.h. adventures.
90285,99,13278442,Children's stories.,,1,,7214944,454,Collins,1.83336042100564,01/01/2005,,The power of friendship.
90287,68,13296734,Children's stories.,,1,,9.78E+12,391,Orion,2.9825691296719,01/01/2004,,Asterix and the great crossing
90288,63,13296735,Children's stories.,,1,,752866494,76,Orion,0.246082032099366,01/01/2004,,Asterix in Belgium
90289,31,13296736,Children's stories.,,1,,752866516,405,Orion,4.72625315887854,01/01/2004,,Obelix & Co.
90290,42,13387003,Children's stories.,,1,,9.78E+12,362,Titan,1.56134308781475,01/01/2006,,Scooby-Doo & the pesky pirate
90293,52,13431039,Children's stories.,,1,,9.78E+12,72,HarperCollins Children's,3.40230342699215,01/01/2006,,The road to inconceivable
90294,55,13438340,Children's stories.,,1,,1905460112,15,Cinebook,1.56186780892313,01/01/2006,,Billy the Kid
90295,13,13459703,Children's stories.,,1,,9.78E+12,450,Walker,3.25033579953015,01/01/2006,,Stormbreaker
92445,23,7416952,"Comic books, strips, etc. / United States / Dictionaries.",,1,,816018529,48,Facts on File,0.524348709732294,01/01/1990,,The Encyclopedia of American comics
92449,85,12653501,"Comic books, strips, etc. / United States / History / 20th century.",,1,,806123052,312,University of Oklahoma Press,1.86218442860991,01/01/1990,,"Comic books and America, 1945-1954"
92450,89,15484357,"Comic books, strips, etc. / United States / History / 20th century.",,1,,9.78E+12,168,Titan,3.64619241096079,01/01/2010,,Rough justice :the DC Comics sketches of Alex Ross
92454,48,7070751,"Comic books, strips, etc. / United States / History and criticism.",,1,,713465603,301,Batsford,0.596530421171337,01/01/1992,,Super heroes :a modern mythology
92455,6,8101049,"Comic books, strips, etc. / United States / History and criticism.",,1,,826414192,380,Continuum,4.47048093657941,01/01/2002,,How to read superhero comics and why
92456,69,8764394,"Comic books, strips, etc. / United States / History and criticism.",,1,,719025893,336,Manchester University Press,0.294035824481398,01/01/1989,,"Comics :ideology, power and the critics"
92461,49,11383465,"Comic books, strips, etc. / United States / History and criticism.",,1,,878058478,407,Ohio State University Libraries,4.88109695026651,01/01/1995,,Anything can happen in a comic strip :centennial reflections on an American art form
92462,76,11406629,"Comic books, strips, etc. / United States / History and criticism.",,1,,1852275464,314,Virgin Books,3.03398091811687,01/01/1995,,DC comics :sixty years of the world's favourite comic book heroes
92463,38,12038201,"Comic books, strips, etc. / United States / History and criticism.",,1,,185375336X,327,Prion,2.62711137533188,01/01/2000,,The classic era of American comics
90300,85,13640220,Children's stories.,,1,,9.78E+12,239,Panini,2.47811165871099,01/01/2007,,Spider-Man vs. Doctor Octopus :tentacles of terror.
90301,78,13640221,Children's stories.,,1,,9.78E+12,459,Panini,2.82930803950876,01/01/2007,,Spider-Man vs. Sandman :sandstorm!
90302,22,14539554,Children's stories.,,1,,9.78E+12,405,Dalen,2.42224170360714,01/01/2007,,Y goets fawr
90304,48,14612070,Children's stories.,,1,,9.78E+12,194,Dalen,4.31147208204493,01/01/2008,,Traed wadin
90305,72,14632890,Children's stories.,,1,,9.78E+12,351,HarperCollins Children's,0.811877169180661,01/01/2008,,The dragonslayer
90311,96,15290387,Children's stories.,,1,,9.78E+12,482,Dalen,2.66832373570651,01/01/2009,,Treflan Dalton City
90312,60,15297007,Children's stories.,,1,,9.78E+12,100,Walker Books,4.03772524092346,01/01/2009,,Skeleton key
90313,10,15421218,Children's stories.,,1,,9.78E+12,213,David Fickling Books,2.37322025699541,01/01/2010,,"Good dog, bad dog"
90314,63,15501106,Children's stories.,,1,,9.78E+12,55,Titan,1.07062716269866,01/01/2010,,Fool's gold.
90315,62,15611590,Children's stories.,,1,,9.78E+12,115,Walker,0.599593052174896,01/01/2010,,Captain Mack and the monstrous Moon Mites
90316,65,15619843,Children's stories.,,1,,9.78E+12,163,Sweatdrop Studios,0.623556056525558,01/01/2010,,Telling tales
90317,67,15856077,Children's stories.,,1,,9.78E+12,124,David Fickling Books,1.24080901267007,01/01/2011,,The Boss
90318,17,16118009,Children's stories.,,1,,9.78E+12,390,Walker,3.11530132545158,01/01/2012,,Point Blanc
